movie,year,category,nominee,bafta,globe,oscar,rated,runtime,director,language,imdb_score,imdb_votes,rt_score,metascore,box_office,other_win,other_nom,history,crime,adventure,musical,action,war,western,scifi,comedy,mystery,music,fantasy,family,thriller,drama,biography,romance,animation,sport,horror
The Accidental Tourist,1988,picture,The Accidental Tourist,0,0,0,PG,121,Lawrence Kasdan,English,6.8,15021,8.1,5.3,32632093,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Field of Dreams,1989,picture,Field of Dreams,0,0,0,PG,107,Phil Alden Robinson,English,7.5,109317,8.7,5.7,64431625,7,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
Ghost,1990,picture,Ghost,0,0,0,PG-13,127,Jerry Zucker,English,7.1,200925,7.4,5.2,217631306,16,23,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
Beauty and the Beast,1991,picture,Beauty and the Beast,0,1,0,G,84,"Gary Trousdale, Kirk Wise",English,8.0,421517,9.4,9.5,218967620,30,32,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
A Few Good Men,1992,picture,A Few Good Men,0,0,0,R,138,Rob Reiner,English,7.7,239930,8.3,6.2,141340178,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
The Fugitive,1993,picture,The Fugitive,0,0,0,PG-13,130,Andrew Davis,English,7.8,272435,9.6,8.7,183875760,12,37,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
Four Weddings and a Funeral,1994,picture,Four Weddings and a Funeral,1,0,0,R,117,Mike Newell,English,7.1,141808,9.6,8.1,52700832,24,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
Apollo 13,1995,picture,Apollo 13,0,0,0,PG,140,Ron Howard,English,7.6,273542,9.6,7.7,173837933,26,59,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Green Mile,1999,picture,The Green Mile,0,0,0,R,189,Frank Darabont,English,8.6,1173084,7.8,6.1,136801374,15,33,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
The Lord of the Rings: The Two Towers,2002,picture,The Lord of the Rings: The Two Towers,0,0,0,PG-13,179,Peter Jackson,English,8.7,1511542,9.5,8.7,342551365,124,138,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Seabiscuit,2003,picture,Seabiscuit,0,0,0,PG-13,140,Gary Ross,English,7.3,67543,7.7,7.2,120277854,6,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Little Miss Sunshine,2006,picture,Little Miss Sunshine,0,0,0,R,101,"Jonathan Dayton, Valerie Faris",English,7.8,446605,9.1,8.0,59891098,70,112,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Atonement,2007,picture,Atonement,1,1,0,R,123,Joe Wright,English,7.8,256681,8.3,8.5,50927067,50,149,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
District 9,2009,picture,District 9,0,0,0,R,112,Neill Blomkamp,English,7.9,644308,9.0,8.1,115646235,31,112,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
A Serious Man,2009,picture,A Serious Man,0,0,0,R,106,"Ethan Coen, Joel Coen",English,7.0,135512,8.9,8.4,9228768,17,78,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Up,2009,picture,Up,0,0,0,PG,96,"Pete Docter, Bob Peterson",English,8.2,949253,9.8,8.8,293004164,77,87,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
Inception,2010,picture,Inception,0,0,0,PG-13,148,Christopher Nolan,English,8.8,2112329,8.7,7.4,292576195,153,220,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Toy Story 3,2010,picture,Toy Story 3,0,0,0,G,103,Lee Unkrich,English,8.2,769352,9.8,9.2,415004880,59,96,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
War Horse,2011,picture,War Horse,0,0,0,PG-13,146,Steven Spielberg,English,7.2,149199,7.4,7.2,79884879,15,71,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Argo,2012,picture,Argo,1,1,1,R,120,Ben Affleck,English,7.7,581160,9.6,8.6,136025503,91,155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Django Unchained,2012,picture,Django Unchained,0,0,0,R,165,Quentin Tarantino,English,8.4,1387415,8.7,8.1,162805434,55,158,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Captain Phillips,2013,picture,Captain Phillips,0,0,0,PG-13,134,Paul Greengrass,English,7.8,426591,9.3,8.2,107100855,16,148,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Her,2013,picture,Her,0,0,0,R,126,Spike Jonze,English,8.0,553100,9.4,9.0,25568251,82,186,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Birdman or (The Unexpected Virtue of Ignorance),2014,picture,Birdman or (The Unexpected Virtue of Ignorance),0,0,1,R,119,Alejandro G. Iñárritu,English,7.7,589798,9.1,8.7,42340598,189,291,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Selma,2014,picture,Selma,0,0,0,PG-13,128,Ava DuVernay,English,7.5,87778,9.9,8.0,52076908,57,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Whiplash,2014,picture,Whiplash,0,0,0,R,106,Damien Chazelle,English,8.5,738911,9.4,8.8,13092000,94,145,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Bridge of Spies,2015,picture,Bridge of Spies,0,0,0,PG-13,142,Steven Spielberg,English,7.6,292600,9.0,8.1,72313754,29,103,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Hell or High Water,2016,picture,Hell or High Water,0,0,0,R,102,David Mackenzie,English,7.6,207516,9.6,8.8,27007844,46,167,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Hidden Figures,2016,picture,Hidden Figures,0,0,0,PG,127,Theodore Melfi,English,7.8,206577,9.3,7.4,169607287,36,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Lion,2016,picture,Lion,0,0,0,PG-13,118,Garth Davis,English,8.0,219474,8.4,6.9,51738905,58,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Black Panther,2018,picture,Black Panther,0,0,0,PG-13,134,Ryan Coogler,English,7.3,648852,9.6,8.8,700426566,109,275,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Judas and the Black Messiah,2020,picture,Judas and the Black Messiah,0,0,0,R,126,Shaka King,English,7.5,48006,9.6,8.5,5446607,35,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
