movie,year,category,nominee,bafta,globe,oscar,rated,runtime,director,language,imdb_score,imdb_votes,rt_score,metascore,box_office,other_win,other_nom,history,crime,adventure,musical,action,war,western,scifi,comedy,mystery,music,fantasy,family,thriller,drama,biography,romance,animation,sport,horror
2001: A Space Odyssey,2001,director,Stanley Kubrick,0,0,0,G,149,Stanley Kubrick,English,8.3,613870,9.2,8.4,60405931,15,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Battle of Algiers,2001,director,Gillo Pontecorvo,0,0,0,Not Rated,121,Gillo Pontecorvo,Arabic,8.1,54517,9.9,9.6,879794,9,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tess,1980,director,Roman Polanski,0,0,0,PG,186,Roman Polanski,English,7.3,15481,8.1,8.2,20093330,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Tess,1980,picture,Tess,0,0,0,PG,186,Roman Polanski,English,7.3,15481,8.1,8.2,20093330,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Chariots of Fire,1981,director,Hugh Hudson,0,0,0,PG,125,Hugh Hudson,English,7.2,55659,8.2,7.8,58972904,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Chariots of Fire,1981,picture,Chariots of Fire,1,0,1,PG,125,Hugh Hudson,English,7.2,55659,8.2,7.8,58972904,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Raiders of the Lost Ark,1981,director,Steven Spielberg,0,0,0,PG,115,Steven Spielberg,English,8.4,897016,9.5,8.5,248159971,34,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raiders of the Lost Ark,1981,picture,Raiders of the Lost Ark,0,0,0,PG,115,Steven Spielberg,English,8.4,897016,9.5,8.5,248159971,34,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Das Boot,1982,director,Wolfgang Petersen,0,0,0,R,149,Wolfgang Petersen,German,8.3,235141,9.8,8.6,11487676,13,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
E.T. the Extra-Terrestrial,1982,director,Steven Spielberg,0,0,0,PG,115,Steven Spielberg,English,7.8,378212,9.8,9.1,435110554,49,36,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
E.T. the Extra-Terrestrial,1982,picture,E.T. the Extra-Terrestrial,0,1,0,PG,115,Steven Spielberg,English,7.8,378212,9.8,9.1,435110554,49,36,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Broadway Danny Rose,1984,director,Woody Allen,0,0,0,PG,84,Woody Allen,English,7.4,24251,10.0,8.2,10600497,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ran,1985,director,Akira Kurosawa,0,0,0,R,162,Akira Kurosawa,Japanese,8.2,114802,9.6,9.6,4135750,29,23,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Platoon,1986,director,Oliver Stone,0,1,1,R,120,Oliver Stone,English,8.1,387127,8.7,9.2,138530565,20,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Platoon,1986,picture,Platoon,0,1,1,R,120,Oliver Stone,English,8.1,387127,8.7,9.2,138530565,20,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hannah and Her Sisters,1986,director,Woody Allen,1,0,0,PG-13,107,Woody Allen,English,7.9,68145,9.1,9.0,40084041,24,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Hannah and Her Sisters,1986,picture,Hannah and Her Sisters,0,1,0,PG-13,107,Woody Allen,English,7.9,68145,9.1,9.0,40084041,24,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
A Room with a View,1986,director,James Ivory,0,0,0,Not Rated,117,James Ivory,English,7.3,40597,10.0,8.3,20966644,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
A Room with a View,1986,picture,A Room with a View,1,0,0,Not Rated,117,James Ivory,English,7.3,40597,10.0,8.3,20966644,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
The Mission,1986,director,Roland Joffé,0,0,0,PG,125,Roland Joffé,English,7.4,56565,6.4,5.5,17218023,14,27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Mission,1986,picture,The Mission,0,0,0,PG,125,Roland Joffé,English,7.4,56565,6.4,5.5,17218023,14,27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Blue Velvet,1986,director,David Lynch,0,0,0,R,120,David Lynch,English,7.7,183877,9.4,7.6,8551228,18,17,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
The Last Emperor,1987,director,Bernardo Bertolucci,0,1,1,PG-13,163,Bernardo Bertolucci,English,7.7,96023,8.9,7.6,43984230,51,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
The Last Emperor,1987,picture,The Last Emperor,0,1,1,PG-13,163,Bernardo Bertolucci,English,7.7,96023,8.9,7.6,43984230,51,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Hope and Glory,1987,director,John Boorman,0,0,0,PG-13,113,John Boorman,English,7.3,12593,9.5,8.6,10021120,16,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
Hope and Glory,1987,picture,Hope and Glory,0,1,0,PG-13,113,John Boorman,English,7.3,12593,9.5,8.6,10021120,16,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
My Life as a Dog,1987,director,Lasse Hallström,0,0,0,Unrated,101,Lasse Hallström,Swedish,7.5,18570,10.0,8.2,8345266,15,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
A Fish Called Wanda,1988,director,Charles Crichton,0,0,0,R,108,"Charles Crichton, John Cleese",English,7.5,133520,9.5,8.0,62493712,8,18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Last Temptation of Christ,1988,director,Martin Scorsese,0,0,0,R,164,Martin Scorsese,English,7.5,53525,8.1,8.0,8373585,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Crimes and Misdemeanors,1989,director,Woody Allen,0,0,0,PG-13,104,Woody Allen,English,7.9,55371,9.4,7.7,18254702,16,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
The Godfather Part III,1990,director,Francis Ford Coppola,0,0,0,R,162,Francis Ford Coppola,English,7.6,367436,6.8,6.0,66761392,6,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Godfather Part III,1990,picture,The Godfather Part III,0,0,0,R,162,Francis Ford Coppola,English,7.6,367436,6.8,6.0,66761392,6,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Goodfellas,1990,director,Martin Scorsese,1,0,0,R,146,Martin Scorsese,English,8.7,1042140,9.6,9.0,46836214,43,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Goodfellas,1990,picture,Goodfellas,1,0,0,R,146,Martin Scorsese,English,8.7,1042140,9.6,9.0,46836214,43,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Boyz n the Hood,1991,director,John Singleton,0,0,0,R,112,John Singleton,English,7.8,128185,9.4,7.6,57504069,12,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
JFK,1991,director,Oliver Stone,0,1,0,R,189,Oliver Stone,English,8.0,144035,8.4,7.2,70405498,17,43,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
JFK,1991,picture,JFK,0,0,0,R,189,Oliver Stone,English,8.0,144035,8.4,7.2,70405498,17,43,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
The Player,1992,director,Robert Altman,1,0,0,R,124,Robert Altman,English,7.5,55851,9.8,8.6,21706101,24,30,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
Short Cuts,1993,director,Robert Altman,0,0,0,R,188,Robert Altman,English,7.7,42700,9.5,7.9,6110979,17,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Quiz Show,1994,director,Robert Redford,0,0,0,PG-13,133,Robert Redford,English,7.5,65689,9.6,9.2,24822619,6,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Quiz Show,1994,picture,Quiz Show,0,0,0,PG-13,133,Robert Redford,English,7.5,65689,9.6,9.2,24822619,6,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Braveheart,1995,director,Mel Gibson,0,1,1,R,178,Mel Gibson,English,8.3,972445,7.8,6.8,75609945,28,34,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Braveheart,1995,picture,Braveheart,0,0,1,R,178,Mel Gibson,English,8.3,972445,7.8,6.8,75609945,28,34,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Babe,1995,director,Chris Noonan,0,0,0,G,91,Chris Noonan,English,6.8,118019,9.7,8.3,63658910,19,26,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Babe,1995,picture,Babe,0,1,0,G,91,Chris Noonan,English,6.8,118019,9.7,8.3,63658910,19,26,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
The Full Monty,1997,director,Peter Cattaneo,0,0,0,R,91,Peter Cattaneo,English,7.2,99779,9.6,7.5,45950122,36,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
The Full Monty,1997,picture,The Full Monty,1,0,0,R,91,Peter Cattaneo,English,7.2,99779,9.6,7.5,45950122,36,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
The Sweet Hereafter,1997,director,Atom Egoyan,0,0,0,R,112,Atom Egoyan,English,7.5,32324,9.8,9.1,3263585,33,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
L.A. Confidential,1997,director,Curtis Hanson,0,0,0,R,138,Curtis Hanson,English,8.2,540346,9.9,9.0,64616940,89,85,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
L.A. Confidential,1997,picture,L.A. Confidential,0,0,0,R,138,Curtis Hanson,English,8.2,540346,9.9,9.0,64616940,89,85,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
The Thin Red Line,1998,director,Terrence Malick,0,0,0,R,170,Terrence Malick,English,7.6,174921,8.0,7.8,36400491,21,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Thin Red Line,1998,picture,The Thin Red Line,0,0,0,R,170,Terrence Malick,English,7.6,174921,8.0,7.8,36400491,21,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Truman Show,1998,director,Peter Weir,1,0,0,PG,103,Peter Weir,English,8.1,961223,9.5,9.0,125618201,40,66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
The Cider House Rules,1999,director,Lasse Hallström,0,0,0,PG-13,126,Lasse Hallström,English,7.4,94194,7.1,7.5,57545092,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
The Cider House Rules,1999,picture,The Cider House Rules,0,0,0,PG-13,126,Lasse Hallström,English,7.4,94194,7.1,7.5,57545092,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Being John Malkovich,1999,director,Spike Jonze,0,0,0,R,113,Spike Jonze,English,7.7,316832,9.4,9.0,22863596,48,76,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
The Sixth Sense,1999,director,M. Night Shyamalan,0,0,0,PG-13,107,M. Night Shyamalan,English,8.1,923704,8.6,6.4,293506292,37,50,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
The Sixth Sense,1999,picture,The Sixth Sense,0,0,0,PG-13,107,M. Night Shyamalan,English,8.1,923704,8.6,6.4,293506292,37,50,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
Traffic,2000,director,Steven Soderbergh,0,0,1,R,147,Steven Soderbergh,English,7.6,197692,9.2,8.6,124115725,70,87,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Traffic,2000,picture,Traffic,0,0,0,R,147,Steven Soderbergh,English,7.6,197692,9.2,8.6,124115725,70,87,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Billy Elliot,2000,director,Stephen Daldry,0,0,0,R,110,Stephen Daldry,English,7.7,127945,8.5,7.4,21995263,56,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Crouching Tiger, Hidden Dragon",2000,director,Ang Lee,0,1,0,PG-13,120,Ang Lee,Mandarin,7.8,256395,9.7,9.4,128078872,98,134,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Crouching Tiger, Hidden Dragon",2000,picture,"Crouching Tiger, Hidden Dragon",0,0,0,PG-13,120,Ang Lee,Mandarin,7.8,256395,9.7,9.4,128078872,98,134,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Gosford Park,2001,director,Robert Altman,0,1,0,R,131,Robert Altman,English,7.2,81770,8.6,9.0,41308615,35,74,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Gosford Park,2001,picture,Gosford Park,0,0,0,R,131,Robert Altman,English,7.2,81770,8.6,9.0,41308615,35,74,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
The Lord of the Rings: The Fellowship of the Ring,2001,director,Peter Jackson,1,0,0,PG-13,178,Peter Jackson,English,8.8,1692175,9.1,9.2,315710750,117,126,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
The Lord of the Rings: The Fellowship of the Ring,2001,picture,The Lord of the Rings: The Fellowship of the Ring,1,0,0,PG-13,178,Peter Jackson,English,8.8,1692175,9.1,9.2,315710750,117,126,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Black Hawk Down,2001,director,Ridley Scott,0,0,0,R,144,Ridley Scott,English,7.7,369165,7.6,7.4,108638745,9,37,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Talk to Her,2002,director,Pedro Almodóvar,0,0,0,R,112,Pedro Almodóvar,Spanish,7.9,105806,9.1,8.6,9357911,45,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
The Lord of the Rings: The Return of the King,2003,director,Peter Jackson,0,1,1,PG-13,201,Peter Jackson,English,8.9,1671597,9.3,9.4,377845905,198,124,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
The Lord of the Rings: The Return of the King,2003,picture,The Lord of the Rings: The Return of the King,1,1,1,PG-13,201,Peter Jackson,English,8.9,1671597,9.3,9.4,377845905,198,124,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
City of God,2003,director,Fernando Meirelles,0,0,0,R,130,"Fernando Meirelles, Kátia Lund",Portuguese,8.6,709187,9.1,7.9,7564459,74,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Master and Commander: The Far Side of the World,2003,director,Peter Weir,1,0,0,PG-13,138,Peter Weir,English,7.4,205656,8.5,8.1,93927920,21,90,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Master and Commander: The Far Side of the World,2003,picture,Master and Commander: The Far Side of the World,0,0,0,PG-13,138,Peter Weir,English,7.4,205656,8.5,8.1,93927920,21,90,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sideways,2004,director,Alexander Payne,0,0,0,R,127,Alexander Payne,English,7.5,181509,9.7,9.4,71503593,121,91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
Sideways,2004,picture,Sideways,0,1,0,R,127,Alexander Payne,English,7.5,181509,9.7,9.4,71503593,121,91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
Munich,2005,director,Steven Spielberg,0,0,0,R,164,Steven Spielberg,English,7.5,214954,7.8,7.4,47403685,14,70,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Munich,2005,picture,Munich,0,0,0,R,164,Steven Spielberg,English,7.5,214954,7.8,7.4,47403685,14,70,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
The Departed,2006,director,Martin Scorsese,0,1,1,R,151,Martin Scorsese,English,8.5,1207564,9.0,8.5,132384315,93,141,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
The Departed,2006,picture,The Departed,0,0,1,R,151,Martin Scorsese,English,8.5,1207564,9.0,8.5,132384315,93,141,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Letters from Iwo Jima,2006,director,Clint Eastwood,0,0,0,R,141,Clint Eastwood,Japanese,7.9,155408,9.1,8.9,13756082,23,39,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Letters from Iwo Jima,2006,picture,Letters from Iwo Jima,0,0,0,R,141,Clint Eastwood,Japanese,7.9,155408,9.1,8.9,13756082,23,39,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
United 93,2006,director,Paul Greengrass,1,0,0,R,111,Paul Greengrass,English,7.5,99237,9.0,9.0,31483450,29,55,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Babel,2006,director,Alejandro González Iñárritu,0,0,0,R,143,Alejandro G. Iñárritu,English,7.4,292240,6.9,6.9,34302837,42,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Babel,2006,picture,Babel,0,1,0,R,143,Alejandro G. Iñárritu,English,7.4,292240,6.9,6.9,34302837,42,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
No Country for Old Men,2007,director,Coen Brothers,0,0,1,R,122,"Ethan Coen, Joel Coen",English,8.1,875998,9.3,9.1,74283625,159,140,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
No Country for Old Men,2007,picture,No Country for Old Men,0,0,1,R,122,"Ethan Coen, Joel Coen",English,8.1,875998,9.3,9.1,74283625,159,140,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
The Diving Bell and the Butterfly,2007,director,Julian Schnabel,0,1,0,PG-13,112,"Julian Schnabel, Laura Obiols",French,8.0,104018,9.4,9.2,6003227,67,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Slumdog Millionaire,2008,director,Danny Boyle,1,1,1,R,120,"Danny Boyle, Loveleen Tandan",English,8.0,807878,9.1,8.4,141319928,145,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Slumdog Millionaire,2008,picture,Slumdog Millionaire,1,1,1,R,120,"Danny Boyle, Loveleen Tandan",English,8.0,807878,9.1,8.4,141319928,145,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Avatar,2009,director,James Cameron,0,1,0,PG-13,162,James Cameron,English,7.8,1134555,8.2,8.3,760507625,86,130,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Avatar,2009,picture,Avatar,0,1,0,PG-13,162,James Cameron,English,7.8,1134555,8.2,8.3,760507625,86,130,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Inglourious Basterds,2009,director,Quentin Tarantino,0,0,0,R,153,Quentin Tarantino,English,8.3,1296747,8.9,6.9,120540719,132,172,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Inglourious Basterds,2009,picture,Inglourious Basterds,0,0,0,R,153,Quentin Tarantino,English,8.3,1296747,8.9,6.9,120540719,132,172,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Fighter,2010,director,David O. Russell,0,0,0,R,116,David O. Russell,English,7.8,345666,9.1,7.9,93617009,71,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
The Fighter,2010,picture,The Fighter,0,0,0,R,116,David O. Russell,English,7.8,345666,9.1,7.9,93617009,71,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Midnight in Paris,2011,director,Woody Allen,0,0,0,PG-13,94,Woody Allen,English,7.7,392776,9.3,8.1,56817045,25,103,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Midnight in Paris,2011,picture,Midnight in Paris,0,0,0,PG-13,94,Woody Allen,English,7.7,392776,9.3,8.1,56817045,25,103,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
The Tree of Life,2011,director,Terrence Malick,0,0,0,PG-13,139,Terrence Malick,English,6.8,169304,8.4,8.5,13303319,116,126,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
The Tree of Life,2011,picture,The Tree of Life,0,0,0,PG-13,139,Terrence Malick,English,6.8,169304,8.4,8.5,13303319,116,126,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Hugo,2011,director,Martin Scorsese,0,1,0,PG,126,Martin Scorsese,English,7.5,307947,9.3,8.3,73864507,56,192,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
Hugo,2011,picture,Hugo,0,0,0,PG,126,Martin Scorsese,English,7.5,307947,9.3,8.3,73864507,56,192,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
Life of Pi,2012,director,Ang Lee,0,0,1,PG,127,Ang Lee,English,7.9,587361,8.6,7.9,124987023,77,134,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Life of Pi,2012,picture,Life of Pi,0,0,0,PG,127,Ang Lee,English,7.9,587361,8.6,7.9,124987023,77,134,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
The Grand Budapest Hotel,2014,director,Wes Anderson,0,0,0,R,99,Wes Anderson,English,8.1,726921,9.2,8.8,59301324,130,226,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Grand Budapest Hotel,2014,picture,The Grand Budapest Hotel,0,1,0,R,99,Wes Anderson,English,8.1,726921,9.2,8.8,59301324,130,226,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Boyhood,2014,director,Richard Linklater,0,1,0,R,165,Richard Linklater,English,7.9,339119,9.7,10.0,25352281,172,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Boyhood,2014,picture,Boyhood,1,1,0,R,165,Richard Linklater,English,7.9,339119,9.7,10.0,25352281,172,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Spotlight,2015,director,Tom McCarthy,0,0,0,R,129,Tom McCarthy,English,8.1,428625,9.7,9.3,45055776,122,143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Spotlight,2015,picture,Spotlight,0,0,1,R,129,Tom McCarthy,English,8.1,428625,9.7,9.3,45055776,122,143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
The Big Short,2015,director,Adam McKay,0,0,0,R,130,Adam McKay,English,7.8,376061,8.9,8.1,70259870,36,81,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
The Big Short,2015,picture,The Big Short,0,0,0,R,130,Adam McKay,English,7.8,376061,8.9,8.1,70259870,36,81,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Mad Max: Fury Road,2015,director,George Miller,0,0,0,R,120,George Miller,English,8.1,901132,9.7,9.0,154058340,239,231,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Mad Max: Fury Road,2015,picture,Mad Max: Fury Road,0,0,0,R,120,George Miller,English,8.1,901132,9.7,9.0,154058340,239,231,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Moonlight,2016,director,Barry Jenkins,0,0,0,R,111,Barry Jenkins,English,7.4,281097,9.8,9.9,27854932,219,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Moonlight,2016,picture,Moonlight,0,1,1,R,111,Barry Jenkins,English,7.4,281097,9.8,9.9,27854932,219,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Arrival,2016,director,Denis Villeneuve,0,0,0,PG-13,116,Denis Villeneuve,English,7.9,610799,9.4,8.1,100546139,64,263,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Arrival,2016,picture,Arrival,0,0,0,PG-13,116,Denis Villeneuve,English,7.9,610799,9.4,8.1,100546139,64,263,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Dunkirk,2017,director,Christopher Nolan,0,0,0,PG-13,106,Christopher Nolan,English,7.8,572711,9.2,9.4,189740665,60,230,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Dunkirk,2017,picture,Dunkirk,0,0,0,PG-13,106,Christopher Nolan,English,7.8,572711,9.2,9.4,189740665,60,230,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
BlacKkKlansman,2018,director,Spike Lee,0,0,0,R,135,Spike Lee,English,7.5,231758,9.6,8.3,49275340,43,212,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
BlacKkKlansman,2018,picture,BlacKkKlansman,0,0,0,R,135,Spike Lee,English,7.5,231758,9.6,8.3,49275340,43,212,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Cold War,2018,director,Paweł Pawlikowski,0,0,0,R,89,Pawel Pawlikowski,Polish,7.6,50823,9.2,9.0,4580048,46,114,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
Parasite,2019,director,Bong Joon-ho,0,0,1,R,132,Bong Joon Ho,Korean,8.6,594978,9.8,9.6,53369749,299,266,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
Parasite,2019,picture,Parasite,0,0,1,R,132,Bong Joon Ho,Korean,8.6,594978,9.8,9.6,53369749,299,266,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
The Big Chill,1983,picture,The Big Chill,0,0,0,R,105,Lawrence Kasdan,English,7.2,33377,6.9,6.1,56399659,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
The Right Stuff,1983,picture,The Right Stuff,0,0,0,PG,193,Philip Kaufman,English,7.8,56918,9.6,9.1,21192102,7,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
A Soldier's Story,1984,picture,A Soldier's Story,0,0,0,PG,101,Norman Jewison,English,7.2,9208,9.2,6.6,21821347,6,6,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
